workload1,workload2,"(LS10, BE90)","(LS20, BE80)","(LS30, BE70)","(LS40, BE60)","(LS50, BE50)","(LS60, BE40)","(LS70, BE30)","(LS80, BE20)","(LS90, BE10)","(LS100, BE100)"
bert-base-cased_batch16-train,whisper-large-v2_batch2-inf,"(4.001136969045552, 1.6064282082554815)","(7.818859238846777, 1.538686768190116)","(11.692894638790545, 1.5480783538065443)","(14.891166268454343, 1.41622999575131)","(None, None)","(21.373735705365643, 1.2020871968376938)","(24.100334434627438, 1.0868498553856576)","(27.202425152256588, 0.8610046001051596)","(30.555624321428194, 0.5373174815981804)","(29.19471523141812, 0.7451058122593778)"
bert-base-cased_batch8-train,mobilenet_v2_1.0_224_batch2-inf,"(4.067934506254449, 62.64078086452858)","(7.8431372549019605, 62.71477663230241)","(11.63918525703201, 65.52227084034556)","(None, None)","(17.59379042690815, 60.90947017104715)","(21.003178112477546, 66.51480637813212)","(22.96750619861673, 66.43913538111491)","(25.913928736695972, 65.20768200089326)","(28.909657320872274, 66.27326373127553)","(29.63498373689917, 51.300070274068865)"
bert-base-cased_batch8-train,vit-base-patch16-224_batch8-inf,"(3.981089823339139, 78.36559428360562)","(7.729793312048396, 76.2277696198401)","(11.291655191407326, 72.72953703415423)","(None, None)","(17.090781254225373, 62.48161125524915)","(19.809451938496366, 55.60713180508939)","(22.72095332671301, 47.483535246768035)","(25.366575995106956, 38.440019746585484)","(28.33538597074767, 21.820559525477556)","(26.55616063873641, 52.95251048396237)"
bert-base-cased_batch8-train,wav2vec2-base-960h_batch16-inf,"(3.9800287841367425, 126.58616769594741)","(7.731783346718757, 116.0040545106431)","(None, None)","(14.59124525284829, 112.8859906293668)","(17.029438940806326, 106.4695773519569)","(20.49472932678174, 96.23470055124731)","(22.629239458326676, 85.02471288681602)","(25.354441620479534, 68.55868673505896)","(28.11389478976189, 43.28458564464616)","(24.76588499342156, 122.1482678367601)"
mobilenet_batch8-train,whisper-large-v2_batch16-inf,"(202.44105951304095, 23.306199335886458)","(205.5719188798546, 23.09002869440459)","(208.29498281270546, 21.437621464678656)","(202.8925088367431, 20.425312514717877)","(205.2785064259441, 19.029715454946455)","(208.54871376318732, 17.046488919782202)","(202.53336084531594, 13.813729237495556)","(205.29054848070606, 10.038411543198672)","(198.51867730836008, 5.60792950342601)","(142.10117228675773, 24.5092936028959)"
mobilenet_batch8-train,whisper-large-v2_batch8-inf,"(210.61586662702678, 10.464448813097832)","(202.74328697856282, 9.786711451165022)","(213.4482434029557, 9.491775330599456)","(210.24711551213474, 9.11926089718476)","(210.054411150032, 8.339473236768171)","(207.33609450345713, 7.622952487913365)","(206.42072776245678, 6.3337453342434245)","(207.2974923227039, 4.884497056853411)","(202.655179701074, 2.738773521378055)","(156.9436288201059, 10.938943701611104)"
mobilenet_batch8-train,whisper-large-v2_batch2-inf,"(215.24745852784739, 1.684942016728366)","(209.62951818977095, 1.5781667524699077)","(213.26552863859933, 1.5649285830407322)","(209.24285859184403, 1.4614862889883395)","(215.2811606480991, 1.4485640230138852)","(207.00542744225993, 1.2927469366290432)","(214.20807306504415, 1.1396843627560003)","(213.40303052451657, 0.948426762577474)","(209.19684902671383, 0.6118162507900152)","(189.18513725706802, 1.7374699738198698)"
mobilenet_batch8-train,bert-base-cased_batch16-inf,"(205.39348065878056, 95.36640130638905)","(197.23992644564655, 89.60147290092439)","(191.06462387680534, 78.15322850451656)","(203.80212591986916, 68.20338389220595)","(202.30746705710104, 57.793886614134266)","(202.67428027599334, 47.30564387112452)","(212.6200979132873, 36.05856429492077)","(204.2926215653131, 24.010442898109794)","(198.16206184332623, 12.118602521769128)","(80.59376546264225, 100.11142538784607)"
mobilenet_batch8-train,resnet-50_batch8-inf,"(None, None)","(196.79722168628209, 84.81591750780626)","(192.71484537801118, 84.93310063990693)","(210.3068027425827, 83.36009706312672)","(202.4051904335315, 82.43929983060418)","(207.34499496290871, 79.85505760092983)","(195.17235441003416, 75.69914773647882)","(202.46679316888049, 70.31061882976162)","(208.2692838279926, 56.571331702709905)","(198.0471446888253, 86.00883652430043)"
mobilenet_batch8-train,resnet-50_batch2-inf,"(206.35851183765502, 63.922942206654994)","(194.20140675930693, 63.91594615300426)","(218.83742617345354, 61.80548206159382)","(213.2597378159694, 64.6733111849391)","(182.46784182944256, 64.9682945822672)","(204.14894540404478, 66.60583941605839)","(196.5156794425087, 65.48553487328998)","(205.19995336364696, 62.58707534026364)","(196.09641746929623, 50.18044337515037)","(201.14362596703668, 61.9497188925427)"
mobilenet_batch8-train,resnet-50_batch16-inf,"(180.1689083515796, None)","(200.50230221850148, 88.00482218203737)","(177.83983625025783, 87.43169398907104)","(206.30843522038424, 86.1166408611664)","(192.21179005694935, 84.06960214492649)","(202.9666661677319, 81.81420190876456)","(206.26314042270664, 79.3181895351601)","(194.21681105127604, 73.7641504965502)","(200.38443629938274, 59.37448371395529)","(201.1681180708565, 88.36602296154791)"
mobilenet_batch8-train,bert-base-cased_batch8-inf,"(202.09108132762614, 91.86723297152744)","(202.65503751683448, 83.54194978899936)","(204.6449696566205, 75.51561388763173)","(223.76720843501082, 67.06669346271998)","(193.9245703304143, 55.36069769646412)","(200.63777902832487, 46.9774363512046)","(202.3139794077062, 35.59510567296997)","(207.52384642349773, 23.812679028328525)","(198.04213600936998, 12.073224936171092)","(134.33283358320838, 98.023582728379)"
mobilenet_batch8-train,mobilenet_v2_1.0_224_batch2-inf,"(186.58192937226454, 65.11316757721039)","(200.56113675445744, 65.20768200089326)","(188.54988001371274, 64.78810738850677)","(207.63058785000817, 61.81202370872142)","(198.60627177700349, 66.04840533815879)","(204.8666925336733, None)","(202.76816608996538, 64.70197208065588)","(201.85832409854234, 63.75545851528384)","(178.7871466537811, 65.74355510525724)","(204.84040687478077, 66.22816965298254)"
mobilenet_batch8-train,vit-base-patch16-224_batch8-inf,"(188.89070235569338, 78.14015721692591)","(202.16103171836878, 76.6027217576652)","(200.0560067208065, 73.78395451674037)","(214.67018469656992, 69.24559063287387)","(204.85392804884202, 65.44517285818344)","(195.71471312512946, 59.52198950211486)","(215.33362971345431, 52.33326612451554)","(204.2910447761194, 42.4588316550947)","(212.67043565014964, 25.91236827509706)","(188.28038446567058, 80.72151767510971)"
mobilenet_batch8-train,mobilenet_v2_1.0_224_batch8-inf,"(197.06136560069143, 88.58887329819106)","(183.31634881351, 88.95658796648895)","(208.69089541522789, 89.60834707890598)","(189.87470714067433, 88.67294260552687)","(203.63343295611, 87.28468407876545)","(214.55138662316477, 87.04400640906212)","(193.559473485239, 89.61866032379345)","(204.29201900077484, 88.22418611677618)","(209.0682826533925, 81.19851228753173)","(198.78044803860826, 86.4736803139113)"
mobilenet_batch8-train,vit-base-patch16-224_batch2-inf,"(197.44058500914076, 66.91109074243813)","(168.3435865003162, 65.8621856321191)","(209.58268933539412, 62.8632938643703)","(200.69354139575208, 61.701003697834125)","(211.55266656817847, 58.27180203552185)","(188.2288001103981, 52.49910104279036)","(214.72083543260203, 44.740672642304446)","(200.72963113092823, 36.63049614250768)","(209.19154186229824, 23.198538174306826)","(189.01280462618752, 67.8990815021509)"
mobilenet_batch8-train,vit-base-patch16-224_batch16-inf,"(210.8754584595758, 81.15196887321743)","(206.4867541470661, 78.85365153842258)","(198.535123737654, 75.90083503915261)","(205.51865367954002, 71.44058595960058)","(198.99102437314573, 67.3829956010673)","(205.35397634858325, 61.51820396339457)","(207.73604895029297, 53.80442919166676)","(203.75131229798876, 42.803481447549245)","(199.12663755458513, 26.243062888983758)","(179.9339631893818, 83.55539658410086)"
mobilenet_batch8-train,mobilenet_v2_1.0_224_batch16-inf,"(197.2244412655359, 93.95109395109395)","(204.6927374301676, 93.7286843477912)","(198.5066747115167, 94.75712402393266)","(210.30437000510116, 93.9416484024692)","(205.59008522833005, 93.72680402030213)","(209.09643100369968, 93.93787071478837)","(191.552111972007, 91.85820176559643)","(207.75831131121333, 88.80947402436938)","(197.85375894897757, 82.24628113722383)","(203.49450218406386, 94.81289065670914)"
mobilenet_batch8-train,wav2vec2-base-960h_batch2-inf,"(187.742753178789, 18.002586779459573)","(199.0179716034153, 15.9482224699616)","(197.48080940431896, 14.988576667297256)","(190.3329530131729, 15.943285245495636)","(201.44393277350514, 14.188304979681796)","(195.8186066015695, 14.529142921627265)","(194.7170867041242, 13.990573341845398)","(195.04569504569506, 11.850113323899263)","(194.20373366429527, 8.789820875397888)","(196.14562165464665, 16.424288812348514)"
mobilenet_batch8-train,wav2vec2-base-960h_batch16-inf,"(186.38028308423242, 129.9807552765246)","(190.78320756099347, 128.07361124063542)","(190.1655073159031, 116.76349723678618)","(196.57193409266836, 114.52556672087174)","(192.92072959599685, 107.49602108174395)","(195.65354595754528, 100.40209577190204)","(208.7997424096066, 89.39323258513511)","(203.75822860562536, 74.03680276020701)","(213.88877105162686, 48.87075346365534)","(176.09369947665297, 117.24864111101624)"
mobilenet_batch8-train,wav2vec2-base-960h_batch8-inf,"(202.85124561992993, 63.337842823760916)","(191.22682343820662, 63.3787650370735)","(198.4650913247335, 60.801038930373956)","(210.21539043208054, 61.69142309535218)","(190.9345609690882, 56.62841041852794)","(190.11145057876845, 51.4716905701864)","(198.588865427203, 49.12891570575118)","(208.28720013420568, 39.176159595306466)","(193.6128846283587, 27.79651868843611)","(177.4295330248212, 65.52475467977162)"
mobilenet_batch8-train,bert-base-cased_batch2-inf,"(195.1352085881234, 81.45048814504881)","(204.12552546681007, 75.24803504703002)","(192.61404779145548, 66.71236006397076)","(204.17633410672855, 59.732024138283734)","(197.10631159572236, 51.03110800419434)","(209.59745280873324, 41.90585533869116)","(206.42338669583373, 33.078448031719056)","(209.13593835993396, 22.611995198822935)","(207.27223205774206, 11.75523349436393)","(197.22650231124808, 81.11111111111111)"
vit_h_14_batch8-train,whisper-large-v2_batch2-inf,"(1.1305666620708672, 1.6668851419037123)","(2.275816661852063, 1.505680655365778)","(3.2292898950628106, 1.534761605330838)","(None, None)","(5.361481109156404, 1.322659598784694)","(6.224673597247438, 1.2617461832177959)","(7.17584474727967, 1.0485146720795813)","(7.924200366173654, 0.8940723868781423)","(8.670927114055692, 0.5325895694142601)","(8.267764612942278, 0.8019464720194647)"
vit_h_14_batch8-train,bert-base-cased_batch8-inf,"(1.0131070727537517, 89.74260468689972)","(2.058274908342445, 80.15096929147367)","(2.93040293040293, 71.0786551042142)","(4.136742315426601, 61.78259719650886)","(5.07700118463361, 50.28522225809924)","(5.982101936946716, 41.508227015885424)","(6.953083726716542, 30.933022590640643)","(7.760532150776053, 20.369191597708465)","(8.623527979108692, 10.092238567385998)","(None, None)"
mobilenet_batch2-train,whisper-large-v2_batch16-inf,"(55.98274692409016, 24.419879678748185)","(56.74205641939647, 23.632186808995144)","(55.90281254320846, 21.874576910109827)","(54.491171876544676, 20.20935320259386)","(55.089193107046164, 18.65008679985786)","(54.97937150929451, 17.05135686586128)","(54.80949333682101, 13.873945773750293)","(54.46950481334798, 10.042093922826995)","(52.36628340844571, 5.624554182408933)","(38.605308366026236, 25.24053556495609)"
mobilenet_batch2-train,whisper-large-v2_batch8-inf,"(54.16050762519379, 10.25743165861674)","(54.51749160619517, 9.83314677403572)","(57.18259995363339, 9.869492727237883)","(55.468841456276586, 8.889713608813762)","(55.55767973766958, 8.196362565700213)","(53.54734916756786, 7.466175687087503)","(56.0039350026049, 6.468406856511268)","(55.3945271032516, 4.893704463010958)","(53.12861125294028, 2.733594617207182)","(42.56671965197022, 10.95240753589439)"
mobilenet_batch2-train,whisper-large-v2_batch2-inf,"(55.65378384633187, 1.6986076364781761)","(55.978622957396354, 1.582074329845602)","(56.437073504481006, 1.5106936577266847)","(56.790051701772974, 1.4536668393190064)","(55.594674218492486, 1.399591536683566)","(56.206201057036424, 1.3032200923641424)","(56.54916338457089, 1.1540370569141944)","(56.31016515057847, 0.9560442416434308)","(54.77024426411782, 0.6280939726151028)","(None, None)"
mobilenet_batch2-train,bert-base-cased_batch16-inf,"(52.17194056935465, 95.76714153940762)","(51.27658061304317, 89.65133459981195)","(52.59207943655467, 78.16368868366459)","(54.17012845912954, 68.27514650221397)","(54.98706323861914, 57.71749067279421)","(50.72089149290597, 47.32529046504796)","(53.089924829726826, 36.053555581278694)","(52.254360265056924, 24.01649077534403)","(53.61846043337723, 12.115617009579429)","(21.964903903545423, 100.11357061735274)"
mobilenet_batch2-train,resnet-50_batch8-inf,"(52.987892201536255, 86.11981566820276)","(54.94174091843728, 86.40011835632652)","(48.93398407397894, 84.60396218898265)","(52.1402260891655, 83.39878614780434)","(52.443310833929516, 81.35404332381417)","(55.547077674347626, 79.59927760929567)","(54.04583248833908, 75.67707658416484)","(49.84627105270318, 70.48883524441761)","(57.544895876311045, 55.99769872470994)","(50.85465895349217, 85.79718661622654)"
mobilenet_batch2-train,resnet-50_batch2-inf,"(50.69179389312977, 65.7139642173962)","(56.92785866186814, 62.479940087728686)","(55.140632448752584, 61.969439728353144)","(55.49519431675721, 64.39519241371706)","(48.43473124630833, 64.88888888888889)","(47.40406320541761, 65.78799143854906)","(55.21680216802168, 63.34056399132321)","(42.595840641443246, 63.32682715246151)","(48.200814473596374, 50.012845765179414)","(53.06799336650083, 61.46721397747606)"
mobilenet_batch2-train,resnet-50_batch16-inf,"(52.20068574627388, 88.00316449735351)","(52.74602926082494, 87.91705086468076)","(55.24563327452757, 87.10567529271384)","(53.13823642664613, 85.07693708458527)","(51.97501716314195, 84.1847307061643)","(53.54035604336769, 82.1335021008034)","(53.230387772076014, 79.67937238850516)","(53.95264964225467, 73.38988375746152)","(55.056665386092966, 59.65727711520291)","(51.71599909086141, 88.14928020226034)"
mobilenet_batch2-train,bert-base-cased_batch8-inf,"(50.37676442494782, 92.41968665928154)","(54.64973899593994, 83.5449375916455)","(50.757788739233774, 75.51805515145638)","(54.445698684797726, 66.96095855070801)","(52.213145272564006, 55.3305383831924)","(53.92357113677721, 46.98405036304028)","(55.82073341526853, 35.53716493747528)","(50.83223045490113, 23.819720607729174)","(50.401572702934985, 12.073287334935523)","(38.29840319361278, 98.17601075901487)"
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch2-inf,"(51.41517333779936, 64.8960995666185)","(53.01556420233463, 66.22065993876856)","(53.714859437751, 62.60720411663808)","(52.50952459831042, 62.34653571047293)","(53.79168570123344, 62.25349109902995)","(56.21496867787669, 61.93001060445387)","(52.152110321771836, 62.897145934302635)","(54.87855425681837, 64.93939730901812)","(52.770027899561576, 61.4801558058743)","(54.008741991497516, 63.46446424690285)"
mobilenet_batch2-train,vit-base-patch16-224_batch8-inf,"(52.850935532499776, 78.6505504865156)","(46.01182329130144, 77.23079974873541)","(54.442448528395744, 73.37605226787285)","(53.67997263373944, 69.4824509220702)","(52.463269002840086, 66.17188827828451)","(52.91779006534753, 59.354117437812846)","(55.228926287940034, 52.33795622073354)","(53.37143996543817, 42.37718598069806)","(54.19924416728265, 26.026985170412132)","(51.31916176692296, 81.45900896188583)"
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch8-inf,"(51.10469411053656, 87.87571004025129)","(53.37286879169755, 87.75356874530428)","(52.28684359119141, 88.66621118955439)","(54.285616367935845, 88.69651061244637)","(52.980132450331126, 88.79765841791159)","(53.11920938851143, 88.83142563790547)","(53.54312555834126, 88.45804301726749)","(54.692931633835464, 87.32710280373831)","(57.13228035538007, 80.20050125313284)","(55.385230605171955, 87.86579402693147)"
mobilenet_batch2-train,vit-base-patch16-224_batch2-inf,"(54.76485148514851, 62.897145934302635)","(53.68596088368042, 66.20564561841061)","(53.8822220456171, 63.38181028869112)","(54.1044776119403, 61.139028475711896)","(55.2153947080691, 58.59923740718443)","(52.32911905888716, 52.2688624362302)","(54.55991192121842, 45.106974588707814)","(55.946193824518495, 36.53425086018142)","(50.73303784520969, 23.298491981169715)","(56.46947168617526, 64.0842752112367)"
mobilenet_batch2-train,vit-base-patch16-224_batch16-inf,"(57.93794887449992, 81.66832730260283)","(55.69021237303786, 78.85232067510549)","(56.16327509215692, 75.6133877128245)","(52.67774086378738, 72.21243315094749)","(53.10602346018934, 67.93561239475942)","(52.732880937692784, 61.85867305731725)","(55.909664477302876, 53.91183937225941)","(54.73200192162515, 42.56094450315199)","(53.440777009899406, 26.25515605857957)","(50.89120335226065, 83.91558149977548)"
mobilenet_batch2-train,mobilenet_v2_1.0_224_batch16-inf,"(52.48042668125406, 93.9227630018294)","(53.05569153142298, 95.08690519802988)","(52.66607289898668, 94.40863257016994)","(53.67252681764005, 95.37808263922913)","(56.28503846082211, 94.06269504117257)","(52.0448840986269, 93.30377648632995)","(52.16837376158785, 91.87987964365081)","(52.00239091452481, 88.60063340350078)","(50.68359375, 81.86437708077798)","(54.93905081296984, 94.41435615552501)"
mobilenet_batch2-train,wav2vec2-base-960h_batch2-inf,"(52.77735672256748, 17.197335247858682)","(51.717858443608115, 16.65427028425444)","(53.02829237220659, 16.386922281441414)","(51.13772137110693, 16.227372268523624)","(51.34146341463415, 14.82184999712197)","(54.07018107543662, 14.797362334247993)","(52.86644506170029, 13.648892187003074)","(55.83252290525669, 12.121069478440972)","(53.88801658561868, 8.7369581813555)","(52.77108112787864, 16.39083386378103)"
mobilenet_batch2-train,wav2vec2-base-960h_batch16-inf,"(51.90149822661466, 124.0926478118129)","(55.052625524817394, 111.91850594227505)","(51.52777777777777, 112.15309441820581)","(51.430883968318206, 112.09054304059201)","(51.66448318720817, 108.80185913856393)","(51.23231641753284, 100.84074749427876)","(51.918073884868264, 94.12839844642448)","(54.780917030923135, 75.39780577744837)","(49.87378310755462, 49.99514610232016)","(44.02710152768117, 127.54430771612104)"
mobilenet_batch2-train,wav2vec2-base-960h_batch8-inf,"(48.83003033502158, 66.31470512490343)","(55.725775564917654, 67.96324705959981)","(52.452792486761915, 66.25818175970151)","(52.63418744114586, 60.61676082862523)","(50.32239825154675, 56.513449377940546)","(53.885833653067316, 51.22084638718981)","(54.71438758952841, 49.414107007927846)","(47.98202817529389, 40.01787205936632)","(57.22942476352642, 28.37797813793626)","(47.682390258876495, 63.19599963186796)"
mobilenet_batch2-train,bert-base-cased_batch2-inf,"(48.40137727496311, 81.56424581005587)","(48.058061985092195, 75.38401962049826)","(54.916512059369204, 66.86512479963362)","(52.82932938631448, 59.860598605986056)","(53.54083380925186, 50.99991267138241)","(46.95065890285014, 42.014388489208635)","(56.052847594105465, 33.0316742081448)","(53.40712556208924, 22.593624264933457)","(52.20606083238419, 11.759730976017398)","(51.937172774869104, 82.13783403656821)"
mobilenet_batch16-train,whisper-large-v2_batch16-inf,"(390.0839407602787, 23.733880979195412)","(395.43882779933, 22.462966092915988)","(393.39784610582177, 22.398669127620764)","(402.26924808644753, 20.75598119870829)","(401.7476761185839, 19.310493519032786)","(389.9125638166774, 16.66852097219553)","(387.16679811028655, 13.791025791226632)","(383.67080354408694, 9.93314415354905)","(373.2855913842476, 5.60489693859713)","(273.3333333333333, 23.979140475857893)"
mobilenet_batch16-train,whisper-large-v2_batch8-inf,"(416.1000313274029, 10.408508703231185)","(398.51441162881616, 10.21382088627208)","(388.69619793215077, 9.445468467724925)","(400.534186945042, 9.214755238655451)","(401.27365747200463, 8.498455013882186)","(395.92807610344545, 7.371820678672715)","(395.30657791083524, 6.338208010141133)","(387.5243179859822, 4.903320095162494)","(377.52584874940027, 2.7256230397180174)","(289.0560002212446, 10.499490316004078)"
mobilenet_batch16-train,whisper-large-v2_batch2-inf,"(399.9083409715857, 1.5829082789176596)","(397.23809050717796, 1.555825433365356)","(399.6130132033268, 1.5399036887421078)","(398.62351708081735, 1.4471800362216516)","(397.7435293878917, 1.3839714606273557)","(394.4608920772596, 1.2875064375321876)","(394.7366766099904, 1.1424793799109976)","(395.8036560368589, 0.9557603584008553)","(385.0496323367789, 0.6285220882798936)","(344.1114474917746, 1.6403258993126557)"
mobilenet_batch16-train,bert-base-cased_batch16-inf,"(377.515423347253, 95.28859881705078)","(380.74789765611024, 89.40600122473974)","(365.83002531803834, 78.1257838497684)","(396.27674051494205, 67.98899835557431)","(381.5743440233236, 57.7039461495708)","(381.3933022775317, 47.28218518181174)","(383.7579843358307, 36.05661629647923)","(404.1448231473338, 23.994781956663534)","(370.4278060200502, 12.11765956950147)","(149.40959113181782, 100.01712622024318)"
