workload1,workload2,"(LS10, BE90)","(LS20, BE80)","(LS30, BE70)","(LS40, BE60)","(LS50, BE50)","(LS60, BE40)","(LS70, BE30)","(LS80, BE20)","(LS90, BE10)","(LS100, BE100)"
albert-base-v2_batch8-train,mobilenet_batch16-train,"(4.01354571679418, 387.7680497398807)","(None, None)","(None, None)","(14.745308310991957, 396.83158031424495)","(17.266963442600836, 369.08212560386477)","(None, None)","(22.576687116564415, 372.00243457090687)","(25.492741649946886, 381.9045238690327)","(27.80996523754345, 366.1195639151791)","(None, None)"
albert-base-v2_batch8-train,vit_h_14_batch16-train,"(None, None)","(6.8527860022070906, 8.316098835310765)","(10.197578075207138, 7.104250694500947)","(13.251588122322353, 6.016588932705162)","(16.002761647618694, 5.016283223027629)","(19.417523819902467, 4.026058717747726)","(21.80588698773748, 3.050716159611553)","(None, None)","(27.854256056441123, 1.0035363491308211)","(10.605287814479365, 7.392213019583559)"
albert-base-v2_batch8-train,bert-base-cased_batch16-train,"(3.428816344024573, 30.513267352776772)","(6.698722421689651, 26.927820094305407)","(10.020667626980647, 23.27214364530043)","(13.064589373668216, 19.976536180563777)","(15.623986566830737, 16.704167041670416)","(19.134189296670833, 13.279528347786266)","(21.66002425922717, 10.194217418050796)","(24.555277901390934, 6.746980944141105)","(27.967729542835194, 3.3676387336517104)","(12.947857129645044, 21.03020826251501)"
albert-base-v2_batch8-train,mobilenet_batch2-train,"(None, None)","(7.807734537025742, 55.77456563001898)","(None, None)","(None, None)","(17.336222703783964, 53.764954257565094)","(20.677458849136173, 49.68136298608402)","(None, None)","(25.334676838923276, 54.98776450266302)","(28.17268814399374, 51.19957110306929)","(29.60948712138379, 31.05186148593725)"
albert-base-v2_batch8-train,resnet-50_batch2-train,"(3.8507821901323704, 44.77262072198781)","(None, None)","(None, None)","(14.869888475836431, 46.693558244713365)","(16.677524429967427, 43.97881648629979)","(19.65856182100362, 48.45256215119229)","(21.79151388161341, 41.87219116518689)","(None, None)","(27.99285288862418, 21.79992010500485)","(28.27791892190434, 15.127514652304768)"
albert-base-v2_batch8-train,bert-base-cased_batch8-train,"(None, None)","(6.637194363125644, 24.7857069090158)","(None, None)","(13.063932040477882, 19.133987742289104)","(15.716237619724149, 15.563823836968945)","(None, None)","(21.48936530228938, 9.832338150496225)","(24.745321970382456, 6.503271958704223)","(27.758296948170937, 3.3122236579024995)","(17.45257452574526, 15.326282179205746)"
albert-base-v2_batch8-train,vit_h_14_batch2-train,"(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(18.66279069767442, 3.1199209402232952)","(None, None)","(None, None)","(27.78753399929755, 0.8383756581358652)","(21.281765339879012, 2.6766257698802525)"
albert-base-v2_batch8-train,albert-base-v2_batch2-train,"(3.351870191208959, 24.45863649277976)","(None, None)","(9.912393982758019, 19.342926643416078)","(12.853045841529152, 17.047215621448498)","(15.489681793437917, 14.210764295095853)","(18.835053906879974, 11.54391058716527)","(21.392452786188187, 9.071250549772762)","(24.625535424481868, 6.22649341501151)","(27.702434103957145, 3.1864764651354416)","(23.829616904885004, 7.686096705071271)"
albert-base-v2_batch8-train,albert-base-v2_batch16-train,"(None, None)","(6.439070297311687, 25.775271848570277)","(9.736802069070439, 22.427647876261254)","(None, None)","(15.306835004608809, 16.191647692079528)","(18.938338996268033, 12.975935791490135)","(21.450248976104188, 9.99445350909786)","(24.63500102738395, 6.580720191748571)","(27.76818592419274, 3.3026615252388467)","(11.784479990935015, 21.24517805428051)"
albert-base-v2_batch8-train,resnet-50_batch8-train,"(None, None)","(7.466168922071863, 145.30239634842144)","(10.672358591248665, 132.8695652173913)","(13.70775821037601, 121.14485055101879)","(None, None)","(None, None)","(None, None)","(24.69673857775841, 58.072362420188504)","(27.479259988349437, 32.55774311770221)","(26.937501710969364, 44.622258563794055)"
albert-base-v2_batch8-train,bert-base-cased_batch2-train,"(3.3346001544704484, 22.015410787551286)","(6.501204634976481, 19.865954970502067)","(9.717349784636038, 17.532519281343806)","(12.707396925808778, 15.55490961654791)","(15.326908650239483, 13.106767196012365)","(18.696316001461234, 10.716953354189897)","(None, None)","(24.52548191449748, 5.899546807540693)","(27.69781536883315, 3.0462335168765953)","(24.24828848468598, 6.503595042815334)"
albert-base-v2_batch16-train,vit_h_14_batch8-train,"(3.4593234663993555, 8.63174425633117)","(6.96187161013519, 7.778694116089882)","(None, None)","(13.362869289058073, 5.802737312208533)","(16.619898112798527, 4.89600789513315)","(19.721795569336845, 3.918129554697396)","(22.69550089038825, 2.775134216242526)","(25.825619379790922, 1.9479882049824133)","(29.130534337699547, 0.9482943734120103)","(19.03699257821692, 4.339972051488883)"
albert-base-v2_batch16-train,mobilenet_batch16-train,"(4.049095280273314, 367.9711017459362)","(None, None)","(None, None)","(None, None)","(17.937219730941703, 421.4591090884016)","(20.990488684814693, 430.42253521126764)","(23.369036027263878, 382.3345427248843)","(None, None)","(28.975963121501483, 378.2178217821782)","(30.78042947018146, 152.99889856813857)"
albert-base-v2_batch16-train,vit_h_14_batch16-train,"(None, None)","(7.801706623323852, None)","(11.895910780669146, None)","(None, None)","(None, None)","(20.5168672321957, None)","(23.173479240424847, None)","(25.875474280027365, None)","(28.786487975032127, None)","(None, None)"
albert-base-v2_batch16-train,resnet-50_batch16-train,"(None, None)","(6.996447116698551, 175.92539289620635)","(None, None)","(13.542628501077255, 143.65627791096696)","(None, None)","(19.56246452119995, 113.63129322525471)","(22.604675057796044, 91.89595549541421)","(25.749127340314608, 68.21733113085405)","(28.842780231080997, 37.66654752073756)","(27.89316230118589, 57.500893747530434)"
albert-base-v2_batch16-train,bert-base-cased_batch16-train,"(None, None)","(6.794055201698514, 26.655560183256974)","(None, None)","(13.17055123936367, 19.971162330255883)","(None, None)","(19.575743998897142, 13.116144305854917)","(22.640352222197887, 10.14723329342234)","(25.972160372344245, 6.7305879110518)","(28.930622557520525, 3.3580604306133526)","(17.660953838681905, 16.324233042499298)"
albert-base-v2_batch16-train,mobilenet_batch2-train,"(4.053711679756777, 48.415716096324466)","(None, None)","(11.931394481730052, 48.71206324917113)","(None, None)","(17.987633501967398, 52.660601047697824)","(20.901371652514698, 50.9129681460749)","(None, None)","(26.119402985074625, 53.7573881227132)","(28.901734104046245, 49.22680412371134)","(None, None)"
albert-base-v2_batch16-train,resnet-50_batch2-train,"(None, None)","(7.598062494064013, 41.33304479549881)","(11.243851018973999, 45.797865963313754)","(15.165876777251185, 43.702093581970026)","(None, None)","(20.2275600505689, 44.403115192374756)","(22.910327546089135, 43.22244851776421)","(25.854108956602033, 35.445856917509516)","(28.856558855356496, 21.09215393959472)","(29.912133108992332, 16.15700207249503)"
albert-base-v2_batch16-train,bert-base-cased_batch8-train,"(3.3869602032176123, 28.085778648957024)","(None, None)","(10.232577970112345, 21.67727950142257)","(13.158718097707059, 19.130174861754597)","(16.38516201797663, 15.403499482538688)","(19.541321753290813, 12.769608332169437)","(None, None)","(25.765111798180758, 6.475395184599352)","(29.058715282538056, 3.2947459098818355)","(None, None)"
albert-base-v2_batch16-train,vit_h_14_batch2-train,"(None, None)","(6.263296740702919, 5.707455550575228)","(9.566334643615871, 4.998495217408371)","(None, None)","(None, None)","(None, None)","(None, None)","(25.587410993791057, 1.6493741445490775)","(28.882048595192874, 0.8350931500500618)","(None, None)"
albert-base-v2_batch16-train,albert-base-v2_batch2-train,"(3.3635429318882557, 24.501918079445613)","(None, None)","(None, None)","(12.91698018560321, 16.964691165508555)","(16.287852604988156, 14.028425273837696)","(19.43342690541828, 11.470015756789323)","(None, None)","(25.764270923372298, 6.250690575031964)","(29.136248408821388, 3.1923795642563126)","(27.03979191895225, 5.167513564723107)"
albert-base-v2_batch16-train,albert-base-v2_batch8-train,"(None, None)","(6.544234938034276, 24.467949534854085)","(9.930570166210813, 21.32740905304082)","(None, None)","(None, None)","(19.177527179417922, 12.687084943998414)","(22.432103429458927, 9.643540585744637)","(25.734814933957477, 6.441029357004116)","(29.03397176010066, 3.2759809174111565)","(21.133975049012726, 11.702964141386435)"
albert-base-v2_batch16-train,albert-base-v2_batch16-train,"(3.273896521484946, 29.116009098752844)","(None, None)","(None, None)","(12.777272765888759, 19.13283714409418)","(16.03424456517849, 16.00331102986825)","(None, None)","(22.45358647978233, 9.950302101036312)","(25.75639857579636, 6.5606685094981225)","(28.963729332938236, 3.3223780780329233)","(None, None)"
bert-base-cased_batch2-train,vit_h_14_batch8-train,"(3.2148171961608862, 8.622440918222242)","(6.246229523411759, 7.775606578733106)","(8.831444181684743, 6.82353046250854)","(11.091008657918634, 5.7760859457395695)","(13.424239484198736, 4.878905439277105)","(15.81033269248029, 3.893807113842892)","(17.763050681731762, 2.7806793738375926)","(19.930394933096995, 1.9563433280114308)","(21.997476760018703, 0.9519365491926295)","(6.329320718256542, 7.910090023864866)"
bert-base-cased_batch2-train,mobilenet_batch16-train,"(None, None)","(None, None)","(10.2364123811845, 380.3360298693217)","(12.738853503184714, 351.264367816092)","(14.993240752119945, 410.2564102564103)","(17.259564675424297, 333.4060658957015)","(18.851756640959724, 382.62176036058594)","(20.728643216080403, 365.1571274943243)","(22.226881945900608, 373.2747037987053)","(22.14489085732363, 376.1693746922698)"
bert-base-cased_batch2-train,vit_h_14_batch16-train,"(3.2843551007986957, 9.392384055075759)","(6.2426036249492185, 8.294565648121509)","(8.869331168692458, 7.011377428228594)","(11.030991489346336, 5.917033738322281)","(13.498333146613458, 4.945263890349777)","(15.807107263032687, 3.9466530290174564)","(17.787885329740273, 3.021631958108474)","(19.86376833599472, 2.065646460823014)","(21.9591249407844, 1.0063569089563131)","(4.102541046485162, 9.322501822707734)"
bert-base-cased_batch2-train,resnet-50_batch16-train,"(3.321256038647343, 190.85685735698226)","(6.370850564435007, 173.3212341197822)","(9.073170731707316, 158.67905914118074)","(11.311917281604877, 144.55323778439998)","(13.562245217936656, 129.93197278911566)","(15.88726946190509, 114.1235342445291)","(17.748663251308756, 92.99211879621458)","(19.82315443142093, 67.7410059184714)","(21.985312621536913, 37.41659014386287)","(16.0838128965619, 123.61459428848798)"
bert-base-cased_batch2-train,bert-base-cased_batch16-train,"(None, None)","(None, None)","(8.733797419469834, 23.186667666091996)","(10.97416707917677, 19.79606638508469)","(13.29278222803733, 16.452879697181913)","(15.757729039636242, 12.989921612541993)","(17.721313089372778, 10.149619389272901)","(19.91250994205204, 6.746269741744361)","(22.032229057535577, 3.387399094381772)","(5.443349753694581, 27.99396681749623)"
bert-base-cased_batch2-train,mobilenet_batch2-train,"(3.734827264239029, 52.74057710893276)","(7.036622421237806, 58.11653734976419)","(10.251153254741158, 50.13781336133351)","(12.738853503184714, 52.36463331048664)","(15.045011715377974, 50.683295741011015)","(17.283283823926546, 58.30280830280831)","(18.83670612192949, 53.65922180081472)","(20.792563600782778, 53.795240107027176)","(22.24694104560623, 54.0923251203625)","(22.460117548278756, 45.584725536992835)"
bert-base-cased_batch2-train,resnet-50_batch2-train,"(3.6130068245684464, 46.64224664224665)","(6.788183532369579, 45.688314794880995)","(9.737560859755375, 47.911701994230526)","(12.079726192872963, 42.35972499445553)","(14.233428222854819, 44.06505940708271)","(16.40174141945935, 45.759463344513655)","(18.077558557682963, 43.13459801264679)","(20.006351222610352, 34.94967978042086)","(21.921278254091973, 20.869755244755247)","(20.108043217286916, 32.93671322641835)"
bert-base-cased_batch2-train,bert-base-cased_batch8-train,"(3.143059920916557, 27.73003654010023)","(6.107766209489861, 24.862736972961773)","(8.723885089459296, 21.725846968565417)","(11.00473746545598, 19.114938523570114)","(13.337060256359061, 15.54706225302844)","(15.71440215176461, 12.684905622980821)","(17.685575903714636, 9.748172217709179)","(19.920794830820537, 6.521296107601385)","(21.99211170973809, 3.3186930571904147)","(7.489379556301464, 23.850042855545755)"
bert-base-cased_batch2-train,vit_h_14_batch2-train,"(2.992375197813264, 6.321782014364677)","(5.821831869510665, 5.655405205341545)","(8.377845253662537, 4.995684356446002)","(10.60804361303274, 4.3885850834060935)","(12.991406725759523, 3.7227251907653027)","(15.443629324323359, 3.104883282398075)","(17.498062792985387, 2.351130943222034)","(19.777768073712082, 1.6664049276727915)","(21.93417279948661, 0.8457202569926896)","(11.039955593474708, 4.672211350293542)"
bert-base-cased_batch2-train,albert-base-v2_batch2-train,"(3.125658106205872, 24.425446874653048)","(6.081236135546546, 21.857923497267763)","(8.630868242063425, 19.250401050021875)","(10.829221431378542, 16.944801026957638)","(13.23181683488652, 14.148718754912748)","(15.693306838559588, 11.376498911188614)","(17.68994230038351, 8.999140991087215)","(19.852954992631645, 6.3062144877315465)","(21.958875881139186, 3.1959092361776924)","(12.239755204895904, 15.31547559192766)"
bert-base-cased_batch2-train,albert-base-v2_batch8-train,"(None, None)","(5.943409336283659, 24.41008950366151)","(8.520285959812043, 21.14607310814234)","(10.77719873379997, 18.598523742177967)","(13.091243997105455, 15.374759769378604)","(15.559480921112682, 12.556241498378151)","(17.593584879116513, 9.708541493901821)","(19.895503352943596, 6.462644568012602)","(21.94657817824177, 3.286388190911768)","(6.7889242330437005, 24.37104922444213)"
bert-base-cased_batch2-train,albert-base-v2_batch16-train,"(3.059233081913603, 28.814953967490023)","(5.925230301404168, 25.648112321043612)","(8.458314637848572, 22.294562096842004)","(10.656846290472389, 19.181876433989956)","(13.016277154118985, 16.08221338393685)","(15.46469360979072, 12.706932672426777)","(17.521244508967122, 9.923860039353238)","(19.8475069391031, 6.615812361873529)","(21.9827978998577, 3.3271785310937023)","(4.818285271543061, 27.43411230839726)"
bert-base-cased_batch2-train,resnet-50_batch8-train,"(None, None)","(None, None)","(9.270358826820107, 129.83261109694962)","(11.531531531531531, 118.58750485060148)","(13.798341667194126, 107.45428973277075)","(16.066049313845813, 95.0899246997324)","(17.882656588468453, 77.30055142409066)","(19.931972789115648, 56.99365908243193)","(21.955457273732428, 32.50233982812899)","(17.89640537914813, 87.54440242924258)"
bert-base-cased_batch2-train,bert-base-cased_batch2-train,"(3.0966645077720205, 22.0)","(None, None)","(None, None)","(None, None)","(12.879924431849753, 12.762665979115638)","(15.560569516844316, 10.591973637754501)","(17.53441009702519, 8.442740735371247)","(19.79469878526686, 5.970239261861328)","(21.925897180075804, 3.0553103763278253)","(13.100770184292001, 13.238037293824256)"
bert-base-cased_batch2-train,mobilenet_batch8-train,"(3.733955659276546, 203.57047695177192)","(7.04136803721866, 171.8785151856018)","(None, None)","(12.713010549093859, 211.19557705597788)","(15.008472524812394, 211.63434903047093)","(17.23345588235294, 197.21218378936499)","(18.867924528301888, 197.0341715022566)","(20.71121531848378, 171.78189994378866)","(22.27899846704139, 181.51579947731054)","(22.21204488207007, 211.1080408952749)"
bert-base-cased_batch16-train,vit_h_14_batch8-train,"(None, None)","(None, None)","(None, None)","(None, None)","(17.104698891135207, 4.978820462691431)","(20.432965447736862, 4.0151250390870326)","(23.443492769350957, 2.864035178149361)","(26.85429346263919, 2.0240045884501927)","(30.49334274818557, 0.9856398466839799)","(None, None)"
bert-base-cased_batch16-train,mobilenet_batch16-train,"(None, None)","(None, None)","(12.124273806516797, 386.5907653383934)","(None, None)","(None, None)","(None, None)","(23.853894893775625, 392.49935782173134)","(None, None)","(30.35006035523366, 350.6597819850832)","(32.37175303485185, 169.9949936029371)"
bert-base-cased_batch16-train,vit_h_14_batch16-train,"(3.915810083210964, None)","(7.929428089999009, None)","(11.702750146284377, None)","(14.965509178066174, None)","(None, None)","(None, None)","(24.20574886535552, None)","(27.207182696231804, None)","(30.169301131348796, None)","(28.188865398167724, None)"
bert-base-cased_batch16-train,resnet-50_batch16-train,"(3.582624272279445, 188.0268258167723)","(7.1512374993016365, 181.36498516320472)","(10.895471569628874, 162.22528930884383)","(13.959390862944161, 144.01508011310085)","(None, None)","(20.16292362392547, 114.18323120609774)","(None, None)","(26.926450022517717, 69.64924675798254)","(30.232030836671456, 38.901689219293)","(None, None)"
bert-base-cased_batch16-train,bert-base-cased_batch16-train,"(3.5018603633180123, 30.35109810142107)","(None, None)","(None, None)","(13.499831252109347, 20.16646022122259)","(None, None)","(20.203886784317348, 13.51853335566999)","(23.64446533320077, 10.430482185006182)","(None, None)","(30.327743970747708, 3.511573434644245)","(17.487463032017487, 17.599423467162282)"
bert-base-cased_batch16-train,mobilenet_batch2-train,"(None, None)","(8.008008008008009, 51.9515843873249)","(12.066365007541478, 50.82490686535391)","(None, None)","(18.70251315020456, 59.640905542544886)","(None, None)","(None, None)","(27.17391304347826, 53.05555555555556)","(30.217186024551467, 51.01495726495726)","(32.269379165205194, 25.947561472626003)"
bert-base-cased_batch16-train,resnet-50_batch2-train,"(3.9815851685952466, 41.53076755816482)","(7.724803862401931, 50.05241090146751)","(11.60140874249016, 43.10053029448268)","(15.533980582524272, 40.31662269129288)","(18.15087918321044, 44.97292206263245)","(21.220159151193634, 42.168009714096485)","(24.108488196885986, 44.22319981477194)","(26.50835289244788, 36.63565742783159)","(30.30500947031546, 21.703312311800467)","(31.732040546496254, 11.534512953680776)"
bert-base-cased_batch16-train,bert-base-cased_batch8-train,"(None, None)","(6.855380045131252, 25.09082355401061)","(10.456662037415244, 22.07759354230389)","(None, None)","(16.933638443935926, 15.774425712313912)","(None, None)","(23.49052227681527, 10.009331616454924)","(26.33806571042773, 6.767187599128725)","(30.458619276106436, 3.4334702548815184)","(22.034301389864442, 12.200236379579854)"
bert-base-cased_batch16-train,albert-base-v2_batch2-train,"(None, None)","(None, None)","(None, None)","(None, None)","(16.71511627906977, 14.384412527515638)","(20.024306363612855, 11.763028445141511)","(None, None)","(26.843457047387776, 6.4902711491057845)","(30.554666862965494, 3.315783127687794)","(None, None)"
bert-base-cased_batch16-train,albert-base-v2_batch8-train,"(3.3274409899136943, 27.395696592660236)","(6.62544800308426, 24.757582009490406)","(10.182288857728402, 21.527318391281437)","(13.183466929380682, 19.026289972550614)","(16.611319305680986, 15.67436506575886)","(None, None)","(23.147257819192642, 9.999427116154804)","(26.706873041452734, 6.67751763282)","(30.449701846669416, 3.407209442229167)","(20.91234785450047, 12.921635663714433)"
bert-base-cased_batch16-train,albert-base-v2_batch16-train,"(None, None)","(None, None)","(10.12807035391728, 22.780553066660122)","(None, None)","(16.363168156568445, 16.394311456585108)","(19.635327303922995, 13.222104280798739)","(None, None)","(None, None)","(30.345293090244077, 3.4278959810874703)","(16.40251244833534, 17.690511366344182)"
bert-base-cased_batch16-train,mobilenet_batch8-train,"(4.134366925064599, 180.76422571867977)","(8.063161431211153, 224.67284222908395)","(None, None)","(15.395718065912918, 205.5697564913225)","(18.633540372670808, 168.7279151943463)","(21.788470267816614, 203.48914635770407)","(24.270003792188092, 205.43156762570584)","(26.794258373205743, 200.63025210084035)","(30.411023996198626, 203.97810706180752)","(32.02956575300277, 95.13728908536206)"
bert-base-cased_batch8-train,vit_h_14_batch8-train,"(None, None)","(6.864139210913209, 7.801889200919071)","(10.279593057033932, 6.943844835969844)","(13.412242988973036, 5.9090135659814065)","(16.00658807740991, 5.0129095543825235)","(19.62401983945319, 4.011225130010422)","(21.896621468985913, 2.855402279089411)","(25.079751356935983, 1.9900471594290856)","(27.95544436701621, 0.9659820079529148)","(13.665859493309728, 6.081107971504756)"
bert-base-cased_batch8-train,mobilenet_batch16-train,"(None, None)","(None, None)","(11.703239289446186, 315.0515463917526)","(14.794267221451689, 385.3720050441362)","(17.337908614773344, 385.0806451612903)","(None, None)","(23.211807745679327, 335.0509812520557)","(25.518341307814993, 382.57386079118675)","(28.87284841754581, 386.9334008609775)","(None, None)"
bert-base-cased_batch8-train,vit_h_14_batch16-train,"(3.5565701926976168, 9.387594613191782)","(6.928977975748578, 8.337243689775963)","(10.295148147005548, 7.1551492021868155)","(13.349274989850231, 6.069284376557786)","(16.100796255278564, 5.096459161619127)","(19.541042617471234, 4.089842709681391)","(None, None)","(24.769875345900846, 2.0982324314229532)","(27.998625214178492, 1.0186951901319903)","(24.92877492877493, None)"
bert-base-cased_batch8-train,resnet-50_batch16-train,"(3.5476718403547673, 189.60168755428714)","(7.105584545353614, 171.40613607044702)","(10.437051532941943, 162.7263045793397)","(13.55191256830601, 143.94724446537919)","(15.781316049034803, 131.94024695622142)","(19.54624781849913, 115.49508692365835)","(None, None)","(25.074575245341748, 67.92167670526526)","(28.19062230319302, 38.10188763932873)","(25.374798661875854, 77.41608613046232)"
bert-base-cased_batch8-train,bert-base-cased_batch16-train,"(3.4454993165177985, 30.59878659984173)","(6.771450522834112, 26.878683871341472)","(10.124192960253962, 23.557185830149642)","(13.094812164579606, 20.239912758996727)","(15.869517302182057, 16.88915581520206)","(19.516161821508437, 13.472119390851153)","(None, None)","(24.99658476894145, 6.858756185260326)","(27.50326843418892, 3.4668649155512052)","(12.201100277792907, 22.33319294867938)"
bert-base-cased_batch8-train,mobilenet_batch2-train,"(None, None)","(None, None)","(11.611030478955009, 51.38552596179715)","(14.930944382232177, 59.00525177633611)","(17.444395987788923, 54.83778351995406)","(None, None)","(22.927015666794038, 56.14344503233392)","(25.786646201074443, 50.95371481926104)","(28.38557066824364, 50.3957783641161)","(30.349013657056144, 34.30624158060171)"
